index,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,MA_10,MA_20,MA_50,Volume_MA_10,Volume_Ratio,Price_to_MA20_Ratio,High_Low_Range,High_Low_Pct
2021-04-02 15:58:19.138593,117.86474304637244,120.04150448494441,117.74237875584366,118.20547647943872,73134391,0,0,-4.961793795320046,124.06617431693614,128.95456732142486,143.95084621858908,58753695.1,1.2447624081434157,0.9166443572704674,2.2991257291007514,1.9450247125400093
2021-04-05 15:58:19.138593,118.04986183948263,119.80930592200255,117.96901931526133,119.59929600984395,28776510,0,0,1.1791497077106028,123.22104920525199,128.31834251662798,143.29169695353568,54346821.8,0.529497568522029,0.9320514406920883,1.8402866067412162,1.538710233369389
2021-04-06 15:58:19.138593,118.13872009806657,118.58656951958477,116.90909625936159,118.46226687610897,76497354,0,0,-0.9506988516398973,122.17045239156263,127.23320631645375,142.6163536943413,57502669.1,1.3303270125942728,0.931064069716755,1.6774732602231808,1.4160401488665817
2021-04-07 15:58:19.138593,116.54109184587996,118.17101965658318,115.27845205102098,116.3132318951907,38677518,0,0,-1.8141092835626704,120.92388938026336,126.02943070546512,141.83207803423295,56640516.4,0.6828595581095374,0.9229053185760913,2.8925676055622063,2.4868775103495406
2021-04-08 15:58:19.138593,117.82672139012534,118.7658018348218,115.12522169770925,118.7044885973858,76178284,0,0,2.0558767590172833,120.00670588588932,125.15084321552544,140.94368880548873,58829146.6,1.2949071744651146,0.9484913209331063,3.6405801371125506,3.0669271062364243
2021-04-09 15:58:19.138593,122.79097024556232,124.47353815846814,119.8683704132042,122.67849864720944,54239091,0,0,3.3478178430997874,120.01724172927263,124.28674246341879,140.1511313193889,56719180.3,0.9562742393863545,0.9870602142727918,4.605167745263941,3.753850753021662
2021-04-12 15:58:19.138593,126.39715235347691,126.87091595899454,125.6448424167659,126.40682870088615,44207963,0,0,3.039106359133381,120.6384586790432,123.84722001210609,139.44940843128666,55604638.0,0.7950409280607132,1.0206674698756246,1.2260735422286473,0.9699424903142531
2021-04-13 15:58:19.138593,123.86859053716614,125.79354223645628,123.38453239711794,123.5108466193904,44188041,0,0,-2.2910012942010005,121.1113012314787,123.20679047250647,138.52628426598056,53633103.1,0.8238949164960772,1.002467852183454,2.4090098393383386,1.9504439531225264
2021-04-14 15:58:19.138593,122.68870957550988,122.9005069903406,120.96307957270031,122.61539760341655,28828325,0,0,-0.7249962578049995,121.08731280877473,122.89788222410657,137.49926811226032,50243378.3,0.5737736190402627,0.997701468767583,1.9374274176402935,1.5800849285720613
2021-04-15 15:58:19.138593,123.48420976390025,126.01415738843957,122.73947957422412,124.08794036744789,79432750,0,0,1.200944410582161,121.05842717963185,122.90176037182391,136.543494751755,54416022.7,1.4597309038538018,1.0096514483766168,3.274677814215451,2.638997637093911
2021-04-16 15:58:19.138593,128.79498748249082,130.11028733052626,126.29335866076994,128.02900816967977,26927416,0,0,3.1760280576514033,122.04078034865597,123.05347733279605,135.60313800188177,49795325.2,0.5407619267842435,1.040433890571231,3.8169286697563223,2.9812998822092407
2021-04-19 15:58:19.138593,126.35414958196696,126.83782870622547,124.94758153014861,126.45438337898926,58939633,0,0,-1.229896890713722,122.72628908557049,122.97366914541124,134.67271175727353,52811637.5,1.1160349458961578,1.028304548914957,1.8902471760768549,1.4948055777645146
2021-04-20 15:58:19.138593,125.98657279027734,127.99718836421333,124.10585465594778,126.00377516556439,65733958,0,0,-0.35634052484710965,123.48043991451603,122.82544615303934,133.7744433443143,51735297.9,1.2705823812411061,1.025876795990343,3.891333708265549,3.0882675563906536
2021-04-21 15:58:19.138593,121.56444792749555,123.67380158835776,119.14536703254923,122.13436839110084,65110158,0,0,-3.0708657493629055,124.06255356410705,122.49322147218523,132.76698982543934,54378561.9,1.1973497592623905,0.9970704249853868,4.528434555808531,3.707747962725363
2021-04-22 15:58:19.138593,117.80335473769969,118.60950193690724,116.21365380670188,118.06503541111992,44137617,0,0,-3.3318492031252145,123.99860824548045,122.00265706568489,131.86408416892564,51174495.2,0.8624924745715908,0.9677251155895319,2.3958481302053514,2.0292613489359095
2021-04-23 15:58:19.138593,120.68424222951614,121.2308935031461,121.16033081461725,121.22052347032769,22241105,0,0,2.6726693878673657,123.8528107277923,121.93502622853245,131.18270149138056,47974696.6,0.4636007432301302,0.9941402993027973,0.07056268852885239,0.05821018298615473
